1, 65, 65, 34
2, 65, 65, 34
3, 65, 65, 34
4, 66, 66, 94
5, 66, 66, 94
6, 66, 66, 94
7, 67, 67, 44
8, 67, 67, 44
9, 67, 67, 44
10, 19, 19, 50
11, 61, 61, 61
12, 14, 14, 110
13, 19, 19, 50
14, 61, 61, 61
15, 68, 68, 97
16, 51, 77, 145
17, 51, 77, 145
18, 51, 77, 145
19, 50, 62, 55
20, 50, 62, 55
21, 51, 51, 97
22, 51, 51, 97
23, 22, 61, 127
24, 22, 61, 127
25, 9, 9, 31
26, 9, 9, 31
27, 8, 8, 146
28, 8, 8, 146
29, 38, 79, 55
30, 38, 79, 55
31, 38, 79, 125
32, 38, 79, 55
33, 38, 79, 55
34, 38, 79, 125
35, 56, 98, 132
36, 56, 98, 109
37, 18, 18, 70
38, 18, 18, 70
39, 56, 172, 132
40, 56, 172, 119
41, 39, 39, 151
42, 39, 39, 151
43, 34, 34, 50
44, 34, 34, 1
45, 34, 34, 27
46, 27, 87, 6
47, 27, 87, 6
48, 14, 110, 50
49, 19, 110, 147
50, 8, 71, 159
51, 8, 71, 159
52, 53, 101, 127
53, 7, 101, 127
54, 6, 13, 33
55, 6, 13, 33
56, 72, 83, 128
57, 72, 83, 128
58, 22, 18, 154
59, 22, 18, 154
60, 11, 6, 33
61, 11, 6, 33
62, 11, 6, 33
63, 28, 39, 98
64, 28, 39, 98
65, 28, 39, 98
66, 62, 99, 80
67, 62, 99, 80
68, 62, 99, 80
69, 34, 34, 82
70, 34, 34, 82
71, 34, 34, 82
72, 29, 64, 44
73, 29, 64, 44
74, 69, 5, 8
75, 69, 5, 8
76, 69, 5, 8
77, 50, 18, 49
78, 50, 18, 49
79, 12, 20, 144
80, 12, 20, 144
81, 42, 5, 148
82, 42, 5, 148
83, 51, 39, 128
84, 50, 48, 77
85, 50, 48, 77
86, 47, 93, 115
87, 47, 93, 115
88, 1, 60, 143
89, 1, 60, 143
90, 75, 92, 142
91, 75, 92, 142
92, 26, 26, 26
93, 26, 26, 26
94, 130, 130, 130
95, 69, 5, 133
96, 15, 108, 39
97, 15, 108, 39
98, 52, 75, 125
99, 52, 75, 125
100, 43, 9, 106
101, 43, 9, 106
102, 34, 34, 139
103, 34, 34, 139
104, 69, 31, 4
105, 69, 31, 4
106, 7, 120, 84
107, 51, 89, 39
108, 20, 12, 13
109, 26, 256, 1
110, 26, 256, 1
111, 31, 69, 120
112, 31, 69, 120
113, 30, 32, 131
114, 34, 102, 144
115, 48, 113, 39
116, 33, 97, 6
117, 38, 97, 6
118, 33, 41, 31
119, 33, 41, 31
120, 35, 30, 148
121, 35, 30, 148
122, 43, 111, 101
123, 68, 101, 80
124, 12, 108, 87
125, 9, 9, 72
126, 49, 49, 72
127, 52, 104, 153
128, 22, 83, 125
129, 33, 33, 155
130, 22, 22, 153
131, 11, 75, 93
132, 7, 7, 150
133, 50, 91, 107
134, 11, 11, 93
135, 10, 10, 95
136, 18, 18, 62
137, 36, 88, 148
138, 33, 75, 133
139, 33, 75, 133
140, 33, 4, 133
141, 33, 4, 133
142, 69, 46, 127
143, 17, 47, 82
144, 46, 46, 81
145, 46, 46, 9
146, 46, 46, 49
147, 61, 61, 63
148, 61, 61, 63
149, 39, 39, 136
150, 46, 46, 127
151, 28, 28, 28
152, 65, 65, 102
153, 65, 65, 102
154, 65, 65, 102
155, 66, 66, 18
156, 66, 66, 18
157, 66, 66, 18
158, 67, 67, 125
159, 67, 67, 125
160, 67, 67, 125
161, 50, 51, 119
162, 50, 51, 119
163, 15, 51, 110
164, 15, 51, 110
165, 68, 48, 155
166, 68, 48, 89
167, 68, 15, 97
168, 68, 15, 97
169, 39, 39, 151
170, 10, 35, 11
171, 10, 35, 11
172, 9, 9, 31
173, 56, 98, 132
174, 56, 172, 132
175, 55, 32, 105
176, 55, 32, 105
177, 28, 48, 156
178, 28, 48, 156
179, 9, 9, 57
180, 9, 9, 57
181, 9, 9, 57
182, 34, 34, 131
183, 47, 37, 157
184, 47, 37, 157
185, 5, 69, 155
186, 11, 6, 2
187, 34, 102, 151
188, 34, 102, 151
189, 34, 102, 151
190, 50, 53, 92
191, 34, 94, 48
192, 34, 94, 48
193, 3, 14, 119
194, 6, 11, 109
195, 6, 11, 109
196, 28, 28, 156
197, 28, 28, 39
198, 15, 105, 158
199, 12, 20, 144
200, 26, 26, 26
201, 26, 26, 26
202, 23, 23, 140
203, 39, 48, 157
204, 5, 5, 142
205, 5, 5, 142
206, 32, 50, 155
207, 52, 8, 17
208, 69, 5, 125
209, 22, 50, 155
210, 22, 95, 155
211, 38, 33, 22
212, 68, 101, 135
213, 5, 82, 126
214, 68, 62, 153
215, 39, 51, 124
216, 53, 95, 118
217, 62, 95, 127
218, 40, 49, 133
219, 40, 49, 133
220, 12, 81, 47
221, 12, 81, 47
222, 55, 30, 144
223, 55, 97, 141
224, 21, 97, 141
225, 72, 55, 15
226, 33, 11, 41
227, 51, 5, 133
228, 48, 18, 127
229, 48, 18, 127
230, 33, 97, 6
231, 53, 53, 8
232, 5, 5, 8
233, 36, 88, 148
234, 22, 119, 157
235, 20, 101, 141
236, 62, 80, 72
237, 22, 101, 80
238, 12, 108, 93
239, 9, 9, 72
240, 49, 49, 72
241, 47, 113, 157
242, 30, 32, 131
243, 46, 46, 39
244, 46, 46, 39
245, 46, 46, 39
246, 62, 62, 8
247, 61, 61, 61
248, 45, 45, 127
249, 46, 46, 136
250, 46, 46, 144
251, 30, 30, 30
252, 65, 65, 84
253, 65, 65, 84
254, 65, 65, 84
255, 66, 66, 3
256, 66, 66, 3
257, 66, 66, 3
258, 67, 67, 6
259, 67, 67, 6
260, 67, 67, 6
261, 50, 95, 155
262, 22, 95, 153
263, 53, 82, 95
264, 53, 82, 95
265, 19, 19, 50
266, 61, 61, 61
267, 68, 68, 79
268, 61, 61, 61
269, 19, 19, 14
270, 33, 44, 20
271, 33, 44, 20
272, 33, 44, 20
273, 34, 48, 124
274, 34, 48, 124
275, 34, 48, 124
276, 62, 62, 113
277, 62, 62, 113
278, 51, 93, 44
279, 51, 2, 44
280, 28, 36, 140
281, 28, 36, 140
282, 28, 36, 140
283, 33, 33, 44
284, 22, 22, 127
285, 27, 90, 95
286, 27, 90, 101
287, 54, 54, 54
288, 72, 72, 72
289, 54, 54, 54
290, 14, 14, 50
291, 3, 3, 151
292, 25, 25, 25
293, 43, 43, 155
294, 43, 43, 113
295, 43, 43, 113
296, 47, 62, 125
297, 47, 62, 125
298, 47, 37, 157
299, 5, 42, 159
300, 56, 96, 147
301, 56, 96, 147
302, 51, 100, 158
303, 52, 22, 125
304, 5, 69, 134
305, 5, 69, 134
306, 5, 69, 134
307, 74, 74, 140
308, 74, 74, 140
309, 9, 31, 58
310, 9, 31, 58
311, 57, 57, 31
312, 58, 58, 10
313, 35, 68, 158
314, 12, 110, 158
315, 30, 38, 102
316, 64, 60, 82
317, 64, 60, 82
318, 24, 24, 3
319, 24, 24, 3
320, 41, 12, 46
321, 41, 12, 46
322, 12, 86, 20
323, 40, 116, 83
324, 73, 70, 75
325, 47, 20, 82
326, 47, 20, 82
327, 20, 77, 126
328, 52, 71, 125
329, 26, 26, 26
330, 26, 26, 26
331, 8, 8, 11
332, 8, 8, 11
333, 30, 30, 13
334, 30, 30, 13
335, 17, 17, 137
336, 61, 61, 151
337, 26, 26, 26
338, 26, 26, 26
339, 12, 107, 93
340, 12, 107, 93
341, 52, 75, 91
342, 52, 75, 91
343, 26, 26, 26
344, 26, 26, 26
345, 21, 21, 114
346, 21, 21, 114
347, 4, 4, 33
348, 4, 4, 33
349, 33, 12, 91
350, 63, 172, 56
351, 59, 59, 59
